image_filename,image_entropy,image_delentropy,holo_bit_depth,NMSE,holo_entropy
0072.png,7.779129985193829,5.233580722411557,8,9.30244744748454e-10,7.999937216577361
0073.png,7.2042722152272605,5.435550302648068,1,1.0115685544074499e-07,0.99999971647616
0073.png,7.2042722152272605,5.435550302648068,2,5.562392917884204e-08,1.9999980082929836
0073.png,7.2042722152272605,5.435550302648068,3,2.7190529737073155e-08,2.9999972909246257
0073.png,7.2042722152272605,5.435550302648068,4,1.2814244615676057e-08,3.9999939154055624
0073.png,7.2042722152272605,5.435550302648068,5,6.0751208986416895e-09,4.999990408002009
0073.png,7.2042722152272605,5.435550302648068,6,2.896180739563459e-09,5.999985675522737
0073.png,7.2042722152272605,5.435550302648068,7,1.395590805532835e-09,6.999954008172969
0073.png,7.2042722152272605,5.435550302648068,8,6.835825187479291e-10,7.9999327452538855
0074.png,7.625228192155675,5.412593676518097,1,8.599133197203511e-08,0.999999995601827
0074.png,7.625228192155675,5.412593676518097,2,4.6741968294309246e-08,1.9999993382737242
0074.png,7.625228192155675,5.412593676518097,3,2.2686246857357655e-08,2.999998475253524
0074.png,7.625228192155675,5.412593676518097,4,1.0669297208321927e-08,3.999996347576989
0074.png,7.625228192155675,5.412593676518097,5,5.02399868617652e-09,4.999989934864531
0074.png,7.625228192155675,5.412593676518097,6,2.382852557484568e-09,5.999987727502345
0074.png,7.625228192155675,5.412593676518097,7,1.136664041928801e-09,6.999971648946231
0074.png,7.625228192155675,5.412593676518097,8,5.507121576361143e-10,7.999932473703657
0075.png,7.8364296093275225,6.425419408547787,1,9.479671079990105e-08,0.9999996341548362
0075.png,7.8364296093275225,6.425419408547787,2,4.96499227069288e-08,1.9999991678742481
0075.png,7.8364296093275225,6.425419408547787,3,2.3973785737341245e-08,2.9999993323120733
0075.png,7.8364296093275225,6.425419408547787,4,1.151089017904461e-08,3.999996426311511
0075.png,7.8364296093275225,6.425419408547787,5,5.6081006104501824e-09,4.999991710001664
0075.png,7.8364296093275225,6.425419408547787,6,2.7721970097811604e-09,5.999984880300032
0075.png,7.8364296093275225,6.425419408547787,7,1.3965276832815177e-09,6.999962336573384
0075.png,7.8364296093275225,6.425419408547787,8,7.257232418253441e-10,7.999924954139721
0076.png,7.346991460861585,5.616737023721553,1,9.935143575271808e-08,0.9999999542067096
0076.png,7.346991460861585,5.616737023721553,2,4.760267783919842e-08,1.999998586898622
0076.png,7.346991460861585,5.616737023721553,3,2.2916740541539575e-08,2.999998101186695
0076.png,7.346991460861585,5.616737023721553,4,1.166098421220057e-08,3.9999979265111096
0076.png,7.346991460861585,5.616737023721553,5,6.201964962802867e-09,4.999992782645885
0076.png,7.346991460861585,5.616737023721553,6,3.4515359282298084e-09,5.999990338341837
0076.png,7.346991460861585,5.616737023721553,7,2.0249616538863465e-09,6.999974955831731
0076.png,7.346991460861585,5.616737023721553,8,1.3069949925142502e-09,7.999945416048985
0077.png,7.316409015728091,3.9356856279815142,1,8.757862935761209e-08,0.9999999996828821
0077.png,7.316409015728091,3.9356856279815142,2,4.719475352799779e-08,1.9999986137788193
0077.png,7.316409015728091,3.9356856279815142,3,2.294356523633358e-08,2.999997881987859
0077.png,7.316409015728091,3.9356856279815142,4,1.0809135406280327e-08,3.9999948457593226
0077.png,7.316409015728091,3.9356856279815142,5,5.1187498621194805e-09,4.999992781472515
0077.png,7.316409015728091,3.9356856279815142,6,2.43534465608849e-09,5.999983281405223
0077.png,7.316409015728091,3.9356856279815142,7,1.16817480976313e-09,6.999957749207981
0077.png,7.316409015728091,3.9356856279815142,8,5.717490150878354e-10,7.999932284429262
0078.png,7.801432738098681,6.379722317293816,1,9.516629618710915e-08,0.999999609230719
0078.png,7.801432738098681,6.379722317293816,2,4.9856801701184065e-08,1.9999995663600727
0078.png,7.801432738098681,6.379722317293816,3,2.4014834192825817e-08,2.999998242965119
0078.png,7.801432738098681,6.379722317293816,4,1.1550488658583786e-08,3.9999945947424203
0078.png,7.801432738098681,6.379722317293816,5,5.633848225008694e-09,4.999995253152173
0078.png,7.801432738098681,6.379722317293816,6,2.788987971285478e-09,5.999984341227338
0078.png,7.801432738098681,6.379722317293816,7,1.4066603763254811e-09,6.999974025430911
0078.png,7.801432738098681,6.379722317293816,8,7.309724617360721e-10,7.999932119679048
0079.png,7.201065939122814,4.875906719385088,1,9.721713726716734e-08,0.9999999959215843
0079.png,7.201065939122814,4.875906719385088,2,4.9722560686132534e-08,1.999999277262496
0079.png,7.201065939122814,4.875906719385088,3,2.355745100533235e-08,2.9999990423459377
0079.png,7.201065939122814,4.875906719385088,4,1.1196482068079795e-08,3.9999957839032145
0079.png,7.201065939122814,4.875906719385088,5,5.410466440646306e-09,4.999991614720132
0079.png,7.201065939122814,4.875906719385088,6,2.6661483565456376e-09,5.999985784432985
0079.png,7.201065939122814,4.875906719385088,7,1.3239906838699846e-09,6.999964002716374
0079.png,7.201065939122814,4.875906719385088,8,6.765764308408866e-10,7.99993505579387
0080.png,6.963049559044675,4.463641622983854,1,7.940397031543364e-08,0.9999999954419062
0080.png,6.963049559044675,4.463641622983854,2,4.524461878898808e-08,1.999998391650267
0080.png,6.963049559044675,4.463641622983854,3,2.2273953944221435e-08,2.9999975453726755
0080.png,6.963049559044675,4.463641622983854,4,1.0395595068415069e-08,3.9999973485252287
0080.png,6.963049559044675,4.463641622983854,5,4.840445178749284e-09,4.999985369212524
0080.png,6.963049559044675,4.463641622983854,6,2.254734909305799e-09,5.999981500577939
0080.png,6.963049559044675,4.463641622983854,7,1.051583672202158e-09,6.999958223659899
0080.png,6.963049559044675,4.463641622983854,8,4.946207093649289e-10,7.999926043295413
0081.png,7.122010215494201,4.588406890430173,1,1.0846663510009972e-07,0.9999998619820466
0081.png,7.122010215494201,4.588406890430173,2,5.332168840267953e-08,1.9999997675392012
0081.png,7.122010215494201,4.588406890430173,3,2.5592367481531877e-08,2.99999913554234
0081.png,7.122010215494201,4.588406890430173,4,1.2732388281850388e-08,3.9999981859943086
0081.png,7.122010215494201,4.588406890430173,5,6.544712276067645e-09,4.999993974030236
0081.png,7.122010215494201,4.588406890430173,6,3.449695057920632e-09,5.999982106555644
0081.png,7.122010215494201,4.588406890430173,7,1.869907895066259e-09,6.999973103764884
0081.png,7.122010215494201,4.588406890430173,8,1.0768929752496416e-09,7.999928330637154
0082.png,7.800108123682917,5.669879323121197,1,1.11148855242887e-07,0.9999998373645638
0082.png,7.800108123682917,5.669879323121197,2,5.7259829896543154e-08,1.9999991735139138
0082.png,7.800108123682917,5.669879323121197,3,2.7548403399978817e-08,2.9999977205247004
0082.png,7.800108123682917,5.669879323121197,4,1.3418270960105241e-08,3.999997756079358
0082.png,7.800108123682917,5.669879323121197,5,6.645410390736839e-09,4.999991663475878
0082.png,7.800108123682917,5.669879323121197,6,3.3750167515298685e-09,5.99998127240069
0082.png,7.800108123682917,5.669879323121197,7,1.7473518295391182e-09,6.99996592003607
0082.png,7.800108123682917,5.669879323121197,8,9.485764813298292e-10,7.999927599081402
0083.png,7.4008475154164275,5.886373801623014,1,1.079243129102892e-07,0.9999999575553244
